MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,PreviousQualificationGrade,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Target
1,7,1,9130,1,2,1,6,42,1,4,9,0,0,0,0,1,1,0,3,1,0,3,2,0,0,1,0,2,2,0,0,0,0,1,3,0
1,44,1,9085,1,39,1,1,1,1,4,4,2,1,1,0,1,1,0,3,0,1,2,3,1,2,0,1,2,3,1,0,0,3,3,0,0
1,43,1,9254,1,1,1,1,1,19,5,7,2,0,0,0,1,0,1,0,0,0,2,3,1,1,0,0,2,3,1,1,0,1,1,2,0
1,1,1,9147,1,1,1,1,19,19,9,9,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,3,1,2,0,1,1,2,0
1,1,5,9500,1,1,3,1,37,19,4,4,1,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,1,0
1,1,1,9500,1,1,1,1,1,19,3,5,0,0,0,0,0,1,0,1,0,0,3,3,1,2,0,0,3,1,1,1,0,3,0,1,0
1,39,1,9254,1,1,1,1,19,19,4,7,1,0,0,1,0,0,1,3,0,0,2,1,2,0,0,0,2,1,2,1,0,2,0,2,0
1,43,1,171,1,1,3,1,19,38,9,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
2,7,1,9130,1,2,0,1,19,19,4,8,0,1,0,0,1,1,0,3,0,0,2,3,0,0,0,0,2,1,0,0,0,3,0,1,0
1,17,3,9254,1,1,0,1,1,1,4,4,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,3,0,0,0,1,1,2,0
1,7,1,9119,1,3,3,1,3,2,2,2,3,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0
1,1,6,9500,1,1,3,1,1,37,7,7,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2,3,0,0
4,7,1,9238,1,40,1,1,34,34,99,99,2,0,0,1,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,3,0
1,17,1,9147,1,1,2,1,37,1,9,9,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,3,0
1,1,2,9254,1,1,0,1,37,37,9,9,0,1,0,0,0,1,0,2,0,0,2,3,1,0,0,0,2,3,0,0,0,0,0,0,0
1,16,2,9147,1,1,1,1,19,19,4,9,2,1,0,0,1,1,0,0,0,0,1,2,2,1,0,0,1,2,1,1,0,1,1,2,0
1,1,1,9147,1,1,0,41,3,3,9,9,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,0,0,0,1,3,0
1,7,1,9147,1,3,3,1,6,27,1,7,3,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,17,5,9070,1,1,0,1,19,38,5,7,1,0,0,1,0,0,0,2,0,0,1,1,1,2,0,0,1,2,1,1,0,1,1,2,0
1,1,2,9070,1,1,2,1,1,19,3,3,2,1,0,0,0,0,0,0,0,1,2,2,3,1,2,0,2,3,1,1,0,2,0,2,0
1,1,2,9773,1,1,1,1,38,37,5,3,1,1,0,1,0,0,0,0,0,0,2,2,3,3,0,0,2,1,2,1,0,2,0,2,0
1,1,1,9670,1,1,3,1,19,3,4,0,3,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,2,0,0,2,1,0
1,17,4,9254,1,1,1,1,37,37,5,8,2,1,0,0,1,0,1,0,0,0,2,3,1,0,0,0,2,3,1,0,0,0,2,1,0
1,39,1,9085,1,12,1,1,37,37,10,9,3,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,2,0
1,1,1,9670,1,1,1,1,3,1,4,4,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,3,3,0,0
1,51,1,9670,1,19,1,1,2,1,3,10,1,0,0,1,1,1,0,3,0,1,2,3,1,1,0,0,2,1,0,0,0,1,1,3,0
1,1,5,9147,1,1,1,1,19,3,9,9,1,1,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,3,2,0,0,2,0,2,0
1,1,4,9254,1,1,1,1,12,19,9,9,1,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,2,1,0
1,7,1,33,1,40,0,1,38,37,5,6,1,1,0,1,0,1,0,2,0,3,3,3,3,2,0,3,3,3,3,2,1,1,1,3,0
1,17,1,9147,1,1,2,1,37,37,9,7,2,1,0,0,1,0,0,1,0,0,1,2,1,0,0,0,1,3,1,1,0,0,2,1,0
1,1,1,9085,1,1,0,1,38,19,4,90,2,0,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,2,1,1,0,0,2,1,0
1,39,1,9500,1,19,1,1,1,19,4,10,0,1,0,0,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,3,0
1,1,4,171,1,1,1,1,1,19,4,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
1,17,2,9238,1,1,3,1,1,11,4,3,2,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
1,17,1,9085,1,1,1,1,19,38,194,193,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0
2,39,1,9670,1,1,1,1,19,38,9,9,3,0,0,0,1,1,0,3,0,0,2,3,1,1,0,0,2,3,2,1,0,2,0,2,0
1,43,1,9991,0,1,1,1,37,2,9,4,2,1,0,0,0,1,0,2,0,3,3,3,3,0,0,3,3,3,3,1,1,0,2,1,0
1,43,1,171,1,1,0,1,3,1,2,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
1,17,2,9773,1,1,0,1,1,1,2,5,2,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,3,0
1,43,1,9556,1,1,2,1,37,37,9,9,2,1,0,0,0,0,0,3,0,0,3,1,0,0,3,0,3,2,0,0,3,1,1,2,0
1,1,5,9119,1,1,1,1,38,19,5,3,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0
1,1,4,9773,1,1,0,1,19,37,99,90,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,3,0,0
1,43,1,9853,1,1,0,1,37,37,9,9,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,1,3,0,0,0,1,1,2,0
1,17,1,9853,1,1,2,1,38,19,4,10,1,1,0,0,1,0,0,0,0,0,2,2,1,2,0,0,2,2,1,2,0,2,3,0,0
2,7,1,171,1,3,0,1,19,19,9,9,2,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,39,1,9500,1,4,3,1,3,38,3,7,2,1,0,0,1,1,0,3,0,1,3,2,2,2,0,1,3,3,3,2,0,1,1,3,0
1,44,1,9085,1,39,2,1,38,37,4,10,3,0,0,1,0,0,0,1,0,1,2,3,1,2,0,1,2,3,2,1,0,3,0,1,0
1,39,1,9130,1,1,0,1,38,38,9,10,1,0,0,0,1,0,0,2,0,0,2,2,2,2,0,0,2,3,2,2,0,1,1,3,0
1,43,1,171,1,39,2,1,38,37,9,7,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
1,43,1,9773,1,1,0,1,1,3,9,3,1,0,0,0,0,1,0,2,0,0,1,1,0,0,3,0,1,2,1,1,0,1,1,2,0
4,39,1,9670,1,19,1,1,37,37,9,7,2,0,0,1,1,1,1,3,0,0,2,3,1,3,0,0,2,2,0,0,0,1,1,3,0
1,39,1,9119,1,10,1,1,34,37,0,0,2,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0
1,1,1,9147,1,1,0,1,1,19,9,9,1,1,0,0,1,1,1,0,0,0,1,2,2,2,0,0,1,2,2,3,0,0,1,3,0
1,17,2,9070,1,1,1,1,37,37,9,9,1,1,1,0,1,1,1,2,0,0,2,2,1,0,0,0,2,1,1,1,0,2,3,0,0
1,51,1,9147,1,1,2,1,1,1,4,4,1,0,0,0,1,0,0,2,0,0,1,3,1,0,0,0,1,1,0,0,0,1,1,3,0
1,39,1,9556,1,19,1,1,42,1,3,7,0,0,0,0,1,1,0,3,0,0,3,3,0,0,0,0,3,3,0,0,1,1,1,3,0
1,39,1,9991,0,1,1,1,37,37,90,8,2,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0
1,1,1,9238,1,1,3,1,38,37,9,5,3,0,0,0,1,0,1,0,0,0,2,1,2,3,0,0,2,1,0,0,0,3,3,0,0
1,17,2,9254,1,1,1,1,19,19,7,7,1,1,0,0,1,0,1,0,0,0,2,2,1,0,2,0,2,1,0,0,0,2,3,0,0
1,1,1,9147,1,1,3,1,34,19,0,4,3,1,0,0,1,1,1,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,2,1,0
1,1,1,9853,1,1,0,1,38,38,9,9,1,0,0,1,0,0,0,0,0,0,3,3,1,1,0,0,3,2,3,1,0,3,0,1,0
1,18,4,9773,1,1,1,1,19,19,4,4,1,1,0,0,1,0,0,1,0,0,2,3,1,1,0,0,2,2,2,1,0,3,3,0,0
1,1,4,171,1,1,1,1,1,1,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,2,9853,1,1,1,1,37,37,5,0,0,0,0,0,1,0,0,0,0,0,3,3,1,2,0,0,3,3,1,3,0,0,2,1,0
1,39,1,9991,0,1,2,1,1,1,4,10,3,0,0,0,1,1,0,2,0,0,1,3,1,0,0,0,1,2,1,1,0,2,1,2,0
1,17,5,9147,1,1,1,1,1,1,4,4,2,1,0,0,1,0,0,0,0,0,1,3,1,0,0,0,1,3,1,0,0,0,2,1,0
1,17,1,9130,1,1,0,1,19,19,3,10,2,1,0,0,1,1,0,0,0,0,1,3,1,0,2,0,1,2,0,0,3,1,1,2,0
1,39,2,9147,1,1,1,1,19,19,5,9,1,0,0,0,0,1,0,3,0,0,1,1,1,0,0,0,1,2,0,0,0,1,1,2,0
2,7,1,9147,1,3,2,1,37,37,9,9,3,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0
1,1,1,9670,1,1,0,1,1,38,3,9,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,2,1,2,0,2,1,2,0
1,51,1,9670,1,1,1,1,3,1,3,10,0,0,0,0,1,1,0,2,0,0,2,3,2,2,0,0,2,3,2,3,0,1,1,3,0
2,39,1,9119,1,3,0,1,37,37,4,7,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,2,3,0,0
1,1,3,9773,1,1,1,1,19,38,8,3,2,1,0,1,1,1,0,0,0,0,2,1,3,2,0,0,2,2,2,1,0,2,3,0,0
1,43,1,9991,0,1,0,1,19,37,3,9,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,1,3,1,1,0,2,0,2,0
1,51,1,9773,1,1,3,1,1,19,8,8,0,1,0,0,1,1,0,1,0,1,3,1,2,3,0,1,1,1,1,2,0,0,1,3,0
1,39,1,171,1,19,1,101,1,19,2,7,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
1,43,1,9670,1,1,2,1,3,19,3,5,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,3,0,0
1,39,1,9500,1,19,1,1,1,3,2,2,0,0,0,1,1,1,0,2,0,0,3,3,0,0,3,0,3,1,0,0,0,3,0,1,0
1,1,2,9991,0,1,0,1,1,3,4,2,0,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,1,2,1,0,2,0,2,1,0
1,17,4,9773,1,1,1,1,2,37,9,9,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,3,0
1,42,1,9853,1,1,0,1,1,37,5,5,0,1,0,0,1,0,0,2,0,0,2,2,1,1,0,0,2,3,1,0,0,2,3,0,0
1,1,5,171,1,1,3,1,1,1,4,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
1,17,1,9773,1,1,0,1,38,38,9,9,0,0,0,1,1,1,0,0,0,0,2,1,1,1,0,0,2,1,1,1,0,3,0,1,0
1,1,1,171,1,1,2,1,37,37,7,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
1,43,1,8014,0,1,0,1,37,37,9,9,0,0,0,0,1,0,0,3,0,0,2,1,1,2,0,0,2,1,3,3,0,2,0,2,0
1,17,1,9853,1,1,1,1,34,34,0,0,1,1,0,0,1,0,0,2,0,0,1,3,1,1,0,0,1,3,1,1,0,0,2,1,0
1,39,1,9254,1,19,1,1,3,19,2,3,1,0,0,0,1,0,1,3,0,0,1,1,2,3,0,0,1,1,1,2,0,3,0,1,0
1,43,1,9991,0,1,2,1,37,38,9,8,3,0,0,1,0,0,0,3,0,0,1,3,1,2,0,0,1,3,1,2,3,3,0,1,0
1,42,1,9119,1,1,0,1,19,37,9,9,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,0
1,5,3,9085,1,1,3,1,37,37,0,90,3,0,0,1,1,0,1,0,0,0,1,1,1,3,0,0,1,1,1,3,0,0,2,1,0
2,44,1,9003,1,39,2,1,37,37,4,7,3,0,0,0,1,1,0,3,0,0,2,3,1,1,0,0,2,3,1,0,2,3,0,1,0
1,1,1,9254,1,1,1,1,19,19,4,6,1,0,0,1,0,0,0,2,0,0,1,3,1,0,0,0,1,3,0,0,0,1,1,2,0
1,17,1,9238,1,1,2,1,1,44,4,2,1,1,0,1,0,1,0,1,0,2,3,2,1,2,0,2,2,1,1,2,0,0,1,3,0
1,1,3,9500,1,1,2,1,19,19,5,8,1,1,0,0,1,0,1,0,0,0,3,2,3,2,0,0,3,2,3,3,0,2,0,2,0
1,1,1,171,1,1,0,1,37,37,9,8,2,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39,1,9238,1,1,0,1,37,37,7,7,2,0,0,0,1,1,1,3,0,0,2,2,3,2,0,0,2,3,1,2,0,0,1,3,0
1,39,1,9773,1,19,1,1,19,1,7,9,0,1,0,1,0,1,0,2,0,0,1,3,1,2,0,0,1,2,1,3,0,2,3,0,0
1,17,1,9070,1,1,0,1,19,1,4,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,3,0
1,43,1,9085,1,1,0,1,3,19,4,6,0,0,0,1,0,1,0,3,0,1,2,3,1,1,0,0,2,2,1,1,0,2,0,2,0
1,1,1,9147,1,1,0,1,38,1,9,8,1,0,0,0,1,1,0,2,0,0,1,2,1,0,0,0,1,3,1,0,0,0,2,1,0
1,43,1,9670,1,6,3,1,34,34,0,0,0,0,0,0,1,1,0,3,0,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0
1,51,1,9147,1,19,1,1,19,19,9,5,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0
1,1,1,9119,1,1,1,1,1,12,3,3,2,1,0,0,1,1,0,0,0,0,1,2,1,1,0,0,2,3,1,0,0,1,1,3,0
1,1,1,9085,1,1,2,1,3,2,1,1,2,1,0,0,0,0,0,2,0,0,1,3,1,3,3,0,1,1,1,2,1,0,0,0,0
1,39,1,9238,1,1,2,1,34,34,0,0,0,1,0,0,0,0,0,3,0,0,2,3,1,2,0,0,2,3,0,0,0,0,0,0,0
1,1,4,9070,1,1,3,1,1,1,9,7,2,1,0,0,1,0,1,0,0,0,2,1,2,3,0,0,2,1,2,2,0,2,1,2,0
1,43,1,9070,1,1,0,1,38,38,7,7,0,1,0,0,1,1,0,2,0,3,3,3,3,1,0,3,3,3,3,2,0,2,3,0,0
1,43,3,171,1,1,2,1,37,38,7,7,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,1,9003,1,1,1,1,1,1,1,6,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0
1,39,1,9991,0,1,1,1,19,37,9,7,0,0,0,0,1,1,0,3,0,0,1,2,1,0,0,0,1,2,0,0,0,2,0,2,0
1,44,1,9130,1,39,2,1,1,19,4,8,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,0,0
1,39,1,9003,1,19,1,1,1,19,9,8,1,0,0,1,0,1,0,3,0,0,2,3,1,1,0,0,2,1,0,0,0,0,1,3,0
1,17,1,9500,1,1,2,1,1,1,9,9,2,1,0,0,1,0,1,0,0,0,3,3,2,3,0,0,3,2,3,2,0,1,1,3,0
2,39,1,9853,1,1,0,1,37,37,9,9,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,1,3,0,0,0,1,1,2,0
2,1,1,9254,1,1,2,1,37,37,9,9,1,0,0,0,1,0,1,3,0,0,2,3,1,1,0,0,2,3,1,0,0,0,2,1,0
1,1,1,9147,1,1,1,1,1,1,2,10,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,2,1,3,0,0,2,1,0
1,17,1,9238,1,1,2,1,37,37,8,6,2,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,1,0
1,18,3,9853,1,1,1,1,38,37,5,9,0,1,0,0,0,1,0,0,0,0,2,3,1,1,0,0,2,3,0,0,0,1,1,2,0
1,17,1,9147,1,1,0,1,19,19,9,7,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,3,1,3,0,1,1,2,0
1,1,1,9254,1,1,1,1,1,1,4,2,2,0,0,1,0,0,1,2,0,0,2,2,3,3,0,0,2,2,3,1,0,0,1,3,0
4,43,4,9991,0,12,1,1,37,37,9,9,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,1,1,0,0,0,0,2,1,0
1,17,1,9147,1,1,2,1,1,37,5,9,2,1,0,0,1,1,0,2,0,0,1,2,1,0,0,0,1,1,1,0,0,0,2,1,0
1,15,1,9085,1,1,1,41,37,37,9,9,0,0,0,0,1,0,0,0,1,0,2,3,1,1,0,0,2,3,2,1,0,1,1,3,0
1,1,1,171,1,1,1,1,1,38,7,8,3,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
1,1,1,9500,1,1,3,1,1,1,5,5,3,1,0,0,1,1,0,0,0,0,3,1,3,3,0,0,3,2,0,0,0,3,0,1,0
4,39,1,9085,1,1,1,1,34,34,0,0,2,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0
1,39,1,9670,1,1,0,1,1,1,4,4,1,0,0,0,1,1,0,3,0,0,1,1,1,1,0,0,1,1,1,3,0,0,0,0,0
1,7,1,9119,1,1,3,1,34,34,0,0,2,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0
1,18,3,9119,1,1,0,1,1,19,9,8,0,1,0,0,1,1,0,0,0,0,1,3,1,1,0,0,1,2,1,3,0,2,1,2,0
1,43,1,9773,1,1,0,1,37,38,9,5,0,1,0,0,0,1,0,3,0,0,2,3,1,1,0,0,2,3,0,0,0,0,0,0,0
1,39,1,9003,1,1,0,1,37,37,9,9,0,0,0,1,0,0,0,3,0,0,3,1,0,0,0,0,3,1,0,0,0,1,1,3,0
1,39,1,9085,1,39,0,1,37,37,1,9,3,1,0,0,0,1,0,3,0,1,1,1,1,2,0,1,1,1,1,1,0,2,1,2,0
1,17,2,9556,1,1,0,1,37,37,5,5,0,1,0,0,1,0,0,3,0,0,3,2,0,0,0,0,3,2,0,0,0,3,0,1,0
1,39,1,9003,1,1,1,1,37,37,9,7,0,1,0,0,0,1,0,3,0,0,2,3,1,2,0,0,2,2,0,0,0,3,3,0,0
1,1,3,9085,1,1,1,1,37,19,9,8,3,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,2,1,1,0,0,2,1,0
1,17,2,9670,1,1,1,1,1,19,5,5,1,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,3,0
