Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,18,3,9853,1,1,0,1,38,37,9,5,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,2,0
2,39,1,9991,0,19,1,1,38,38,7,8,1,0,0,0,1,1,0,3,0,0,1,2,0,0,0,0,1,1,1,0,0,2,3,0,0
1,1,3,9773,1,1,3,1,3,38,2,10,3,1,0,0,1,0,0,0,0,0,2,2,2,2,0,0,2,1,2,2,0,1,1,2,0
1,39,2,9556,1,1,1,1,19,19,4,5,0,0,0,0,1,1,1,2,0,0,3,1,1,0,0,0,3,1,0,0,0,3,3,0,0
1,1,4,9500,1,1,2,1,1,19,4,5,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2,3,0,0
4,42,1,9500,1,19,1,1,1,1,5,5,1,1,0,0,1,1,0,3,0,1,3,3,1,1,0,1,3,3,1,1,0,2,0,2,0
1,1,2,9853,1,1,0,1,38,37,5,3,1,1,0,0,0,0,0,0,0,0,2,3,1,2,0,0,2,3,2,1,0,0,0,0,0
1,1,1,9500,1,1,0,1,19,19,9,10,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,3,0
1,17,1,9085,1,1,2,1,38,19,0,90,1,0,0,0,1,0,1,0,0,0,1,1,2,2,0,0,1,2,1,2,0,0,2,1,0
1,43,1,9147,1,1,1,1,4,19,2,1,2,0,0,0,1,0,0,2,0,3,3,3,3,3,2,1,2,2,3,3,0,0,0,0,0
1,17,5,9773,1,1,0,1,38,38,7,7,1,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,3,1,1,0,0,0,0,0
1,39,1,9085,1,2,2,1,38,38,9,10,3,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,1,0
1,1,1,9254,1,1,1,1,4,19,4,5,0,0,0,0,1,1,0,3,0,0,2,1,0,0,0,0,2,3,0,0,0,1,1,2,0
1,1,5,9853,1,1,3,1,37,19,9,5,2,1,0,0,1,0,0,0,0,0,1,2,1,2,0,0,1,3,1,0,0,0,0,0,0
1,17,1,9238,1,1,2,1,37,37,7,7,3,1,0,0,1,1,0,0,0,0,2,3,1,1,0,0,2,1,2,1,0,0,0,0,0
1,39,1,9003,1,1,2,1,38,38,9,6,3,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,2,2,0,0,0,0,1,3,0
1,17,4,9670,1,1,1,1,1,1,4,7,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,2,3,2,2,0,1,1,2,0
1,1,5,9670,1,1,0,1,19,38,9,9,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,3,0
1,1,1,9147,1,1,1,1,19,19,5,5,2,1,0,0,1,0,0,2,0,0,1,2,1,0,0,0,1,3,1,0,0,0,2,1,0
1,1,2,9238,1,1,3,1,19,38,9,8,3,1,0,0,1,0,1,0,0,0,3,2,3,2,0,0,3,3,2,1,0,2,0,2,0
1,1,2,9500,1,1,2,1,1,19,7,7,2,1,0,0,1,0,0,0,0,0,3,2,3,2,0,0,3,2,3,3,0,3,3,0,0
1,1,2,9500,1,1,0,1,34,34,0,0,1,1,0,0,1,0,1,1,0,0,3,2,3,3,1,0,3,2,3,3,1,0,0,0,0
1,17,2,9853,1,1,0,1,3,1,2,3,1,1,0,0,1,0,0,0,0,0,2,2,1,3,0,0,2,1,1,0,0,3,3,0,0
1,1,1,9500,1,1,0,1,1,19,9,8,0,1,0,0,1,0,1,0,0,0,3,2,0,0,0,0,3,2,1,0,0,3,3,0,0
1,1,1,9085,1,1,0,1,1,1,4,4,0,1,0,0,1,0,0,1,0,0,1,3,1,3,0,0,1,3,1,2,0,3,3,0,0
1,17,5,9773,1,1,2,1,38,1,4,4,1,1,0,0,1,1,0,0,0,0,2,1,3,2,0,0,2,3,0,0,0,0,2,1,0
1,7,1,9500,1,3,1,1,37,37,90,90,2,1,0,0,1,1,0,3,0,0,3,2,0,0,3,0,3,2,0,0,3,0,0,0,0
2,39,1,9991,0,1,3,1,37,37,9,7,1,0,0,0,1,1,0,3,0,0,1,2,1,1,0,0,1,1,2,1,1,0,2,1,0
1,17,3,9853,1,1,1,1,34,34,0,0,2,1,0,0,1,0,0,2,0,0,2,2,2,1,0,0,2,2,1,0,0,0,2,1,0
1,1,2,9147,1,1,1,1,37,38,7,9,0,0,0,1,1,0,1,0,0,0,1,3,1,1,0,0,1,3,0,0,0,2,3,0,0
1,1,1,9070,1,1,3,1,3,38,1,9,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0
1,43,1,9238,1,1,0,1,1,1,3,1,1,1,0,1,0,0,0,2,0,2,3,3,2,1,0,1,3,2,1,2,0,3,0,1,0
1,39,1,9119,1,1,0,1,37,37,9,8,3,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,3,3,0,0
1,17,2,9773,1,1,0,1,1,1,5,5,1,1,0,0,1,0,1,2,0,0,2,3,2,1,0,0,2,3,2,1,0,0,2,1,0
1,7,1,9853,1,3,1,1,37,37,9,9,2,0,0,0,1,0,0,3,0,3,3,3,3,2,2,3,3,3,3,1,0,0,2,1,0
2,39,1,9238,1,19,1,1,37,37,9,4,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,3,3,0,0
1,17,6,9500,1,1,3,1,1,19,3,3,2,1,0,0,1,0,0,0,0,0,3,2,1,3,0,0,3,1,0,0,0,2,0,2,0
1,1,1,9147,1,1,0,1,1,1,9,9,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,1,2,1,1,0,1,1,2,0
1,51,1,33,1,1,1,1,19,19,9,9,0,0,0,0,1,0,0,3,0,3,3,3,3,1,0,3,3,3,2,1,0,1,1,3,0
2,43,3,9991,0,1,0,1,37,37,9,9,2,1,0,0,1,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0
1,39,1,9991,0,1,1,1,37,37,9,9,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0
1,1,1,9147,1,1,0,1,9,22,4,3,0,0,0,0,1,0,0,1,0,0,1,3,1,0,2,0,1,3,0,0,0,0,0,0,0
2,51,1,9853,1,1,1,1,37,37,7,8,1,0,0,0,1,0,0,3,0,0,3,1,0,0,0,0,2,0,0,0,0,0,1,3,0
1,43,1,9254,1,6,2,1,34,34,0,0,3,1,0,0,1,1,0,1,0,0,2,3,1,1,0,0,2,3,1,1,0,0,2,1,0
1,39,1,8014,0,1,1,1,19,37,7,8,1,0,0,1,0,0,0,3,0,0,3,3,1,0,0,0,3,1,1,2,0,1,1,3,0
1,1,3,9147,1,1,2,1,38,38,9,9,2,1,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,1,1,0,0,2,3,0,0
1,51,1,9670,1,1,2,1,19,19,5,5,1,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0
1,44,1,171,1,39,0,1,1,1,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0
1,42,1,9853,1,1,0,1,37,38,3,3,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,1,3,1,0,0,2,3,0,0
1,1,6,9853,1,1,2,1,38,38,9,7,3,1,0,0,1,0,0,0,0,0,3,2,3,1,0,0,3,2,3,2,0,1,1,2,0
1,17,3,9238,1,1,0,1,1,19,4,10,0,1,0,0,1,0,0,0,0,0,2,3,2,1,0,0,2,1,0,0,0,3,0,1,0
2,1,1,9003,1,1,0,1,37,37,9,9,1,1,0,1,1,1,0,3,0,3,3,3,3,0,2,3,3,3,3,0,0,3,3,0,0
4,39,1,9130,1,1,1,1,3,1,5,5,0,1,0,0,1,0,1,3,0,0,2,1,0,0,0,0,2,3,1,0,0,1,1,3,0
1,7,1,9003,1,3,1,1,1,19,5,9,2,0,0,0,1,1,0,3,0,0,2,2,0,0,0,0,2,3,0,0,0,3,0,1,0
1,17,1,9670,1,1,1,1,19,37,9,8,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0
1,18,1,9147,1,1,0,1,37,37,7,7,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,39,1,9991,0,1,3,1,1,19,4,8,1,0,0,0,1,1,0,3,0,0,1,2,1,1,0,0,1,2,1,0,0,2,3,0,0
1,1,3,9773,1,1,3,1,34,1,5,10,3,1,0,0,0,1,0,0,0,0,1,2,0,0,2,0,2,0,0,0,0,0,0,0,0
1,43,1,33,1,19,1,1,38,38,4,4,3,0,0,1,1,1,0,3,0,2,3,3,2,2,0,1,3,3,1,1,2,3,0,1,0
1,17,1,9085,1,1,2,1,1,1,4,7,2,1,0,0,1,1,0,2,0,0,2,3,0,0,0,0,2,1,0,0,0,3,0,1,0
2,39,1,9991,0,19,1,1,19,19,4,4,3,0,0,0,0,1,0,3,0,0,1,2,1,0,0,0,1,1,1,1,0,3,3,0,0
1,15,1,9670,1,1,1,41,1,1,9,5,2,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,2,0,0,1,3,0
1,18,5,9085,1,1,0,1,5,3,2,3,0,1,0,0,1,0,0,2,0,0,1,3,0,0,3,0,1,1,0,0,0,2,3,0,0
1,17,1,9991,0,1,2,1,38,37,6,7,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,0
2,39,1,9670,1,1,1,1,37,37,9,0,3,0,0,1,0,0,0,3,0,0,1,1,1,3,0,0,1,1,0,0,3,2,3,0,0
1,1,1,9254,1,1,0,1,1,1,9,10,1,0,0,0,1,1,0,1,0,0,2,2,3,2,0,0,2,2,2,2,0,0,1,3,1
2,7,1,9500,1,3,1,1,37,37,9,5,2,0,0,0,1,0,0,3,0,0,3,3,3,3,0,1,3,3,3,1,0,3,3,0,1
4,39,1,9853,1,19,1,1,38,19,9,9,0,0,0,1,0,0,0,3,0,0,3,2,3,2,0,0,3,2,3,2,0,0,1,3,1
1,1,3,9500,1,1,0,1,3,1,134,135,0,1,0,0,1,0,1,1,0,0,3,3,1,3,0,0,3,2,2,3,0,2,1,2,1
1,1,1,9500,1,1,3,1,19,19,5,6,3,0,0,0,1,0,1,0,0,0,3,1,3,3,0,0,3,2,3,3,0,2,1,2,1
1,1,6,9147,1,1,1,1,37,37,9,9,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,3,1,1,0,0,2,1,1
1,1,1,9147,1,1,0,1,1,19,7,7,0,0,0,0,1,1,1,0,0,0,1,3,1,0,0,0,1,3,1,1,0,3,3,0,1
1,1,4,9147,1,1,0,1,19,38,5,5,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,1,1,2,1
1,43,3,9500,1,1,1,1,38,37,6,5,1,1,0,0,1,0,1,0,0,0,3,2,1,1,0,0,3,2,1,1,0,0,2,1,1
1,1,5,9500,1,1,0,1,3,19,4,8,1,1,0,0,1,0,0,0,0,0,3,3,2,1,0,0,3,2,2,3,0,2,0,2,1
1,39,1,9085,1,1,2,1,37,19,191,163,2,1,0,1,1,0,0,3,0,0,2,3,0,0,0,0,2,1,0,0,0,0,1,3,1
1,43,1,8014,0,1,3,1,37,37,9,9,2,0,0,0,1,0,0,2,0,3,3,3,3,0,0,2,3,3,3,1,0,3,3,0,1
1,39,1,9130,1,1,1,1,19,1,191,144,0,0,0,0,1,1,0,2,0,0,2,3,2,1,0,0,2,3,1,1,0,3,0,1,1
1,51,1,9147,1,1,1,1,1,1,4,4,1,0,0,0,1,0,0,2,0,0,1,2,1,2,0,0,1,3,1,2,0,1,1,3,1
1,43,1,8014,0,1,0,1,38,19,5,4,1,0,0,0,1,0,0,1,0,1,2,1,3,1,0,0,3,2,2,3,0,2,3,0,1
1,43,1,9500,1,1,2,1,19,38,9,7,1,1,0,0,1,1,1,0,0,0,3,2,2,1,0,0,3,2,2,1,0,0,2,1,1
1,1,3,9500,1,1,2,1,1,19,4,9,2,1,0,0,1,0,0,0,0,0,3,2,2,3,0,0,3,3,3,2,0,3,3,0,1
1,17,1,9670,1,1,3,1,1,19,4,8,2,1,0,0,1,0,0,1,0,0,1,2,1,2,0,0,1,3,1,2,0,2,3,0,1
1,44,1,9119,1,39,2,1,1,19,4,5,3,1,0,0,1,1,0,2,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,2,1
1,1,3,171,1,1,0,1,38,37,4,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1,1,1,9119,1,1,2,1,37,19,9,9,3,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,17,1,9003,1,1,0,1,37,37,4,6,0,0,0,1,1,0,0,1,0,0,1,2,2,2,0,0,1,2,1,3,0,1,1,3,1
1,43,1,9991,0,1,0,1,37,37,9,8,1,1,0,0,1,0,0,3,0,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,1
1,17,1,9147,1,1,3,1,37,37,9,6,3,1,0,1,0,0,1,0,0,0,1,1,1,2,0,0,1,1,1,1,0,1,1,3,1
1,16,1,171,1,1,3,1,3,3,3,3,3,1,0,0,1,0,0,2,0,3,3,3,3,2,0,3,3,3,3,3,0,2,1,2,1
1,1,1,9085,1,1,0,1,4,1,2,9,0,0,0,0,1,0,0,0,0,0,2,3,1,1,0,0,2,3,1,3,0,1,1,3,1
1,1,2,171,1,1,2,1,1,3,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
1,7,1,9991,0,40,0,1,43,3,3,3,1,0,0,0,1,0,0,3,0,0,1,1,2,3,0,0,1,1,2,3,0,1,1,3,1
1,1,3,9500,1,1,3,1,3,3,1,3,2,1,0,0,1,0,0,0,0,0,3,2,2,2,2,0,3,2,2,3,2,0,0,0,1
1,1,1,9500,1,1,2,1,37,38,6,6,1,1,0,0,1,0,1,0,0,0,3,3,2,1,0,0,3,3,2,1,0,0,0,0,1
1,17,1,9254,1,1,0,1,1,1,4,10,1,0,0,0,1,1,0,0,0,0,2,2,2,0,0,0,2,3,1,0,0,1,1,2,1
1,17,3,9147,1,1,0,1,3,38,2,10,1,1,0,0,1,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,0,2,0,2,1
1,1,3,9070,1,1,1,1,19,19,3,3,2,1,0,0,1,0,0,1,0,0,3,1,3,1,0,0,3,1,1,2,0,0,0,0,1
1,43,1,9130,1,1,1,1,19,38,4,5,1,1,0,1,1,0,0,0,0,0,1,3,1,1,0,0,1,2,1,1,0,2,3,0,1
1,17,1,9254,1,1,2,1,37,37,7,7,1,1,0,0,1,0,0,1,0,0,1,3,1,0,0,0,1,3,1,0,0,1,1,2,1
1,1,1,9254,1,1,1,1,3,1,2,4,1,0,0,0,1,1,0,2,0,0,2,3,2,1,0,0,2,3,1,1,0,2,3,0,1
1,43,1,171,1,1,1,1,19,19,5,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
2,43,1,9991,0,1,2,1,38,37,5,6,0,0,0,0,1,0,0,3,0,2,3,3,2,0,0,3,3,3,3,1,1,0,2,1,1
1,1,1,9085,1,1,0,1,37,37,9,4,0,1,0,1,1,0,0,2,0,0,1,2,1,2,0,0,1,3,1,1,0,2,1,2,1
1,39,1,8014,0,1,2,1,19,1,9,8,0,0,0,0,1,0,0,3,0,0,2,3,1,0,1,0,2,2,2,1,0,3,3,0,1
1,44,1,9119,1,39,1,1,38,19,9,5,2,1,0,0,1,1,0,0,0,0,1,2,1,2,0,0,1,3,1,1,0,2,1,2,1
4,39,1,9003,1,1,2,1,37,37,9,8,3,0,0,0,1,1,0,3,0,0,2,3,2,1,0,0,2,3,2,2,0,1,1,3,1
4,43,1,9500,1,1,1,1,37,37,9,9,0,0,0,0,1,0,0,3,0,1,3,3,2,2,2,1,3,3,2,2,2,1,1,2,1
1,1,2,171,1,1,3,1,3,3,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
2,42,1,9991,0,1,1,1,3,2,2,2,2,0,0,0,1,1,0,3,0,1,1,1,1,2,0,0,1,1,1,2,0,2,3,0,1
1,1,2,9147,1,1,0,1,37,1,5,3,1,1,0,0,1,1,0,1,0,0,1,2,1,3,0,0,1,3,1,2,0,0,2,1,1
1,1,1,9085,1,1,1,1,37,37,9,9,1,1,0,0,1,0,0,0,0,0,1,3,1,3,2,0,1,2,1,1,0,2,3,0,1
1,1,4,9500,1,1,1,1,12,1,5,10,1,0,0,0,1,0,1,0,0,0,3,2,2,3,0,0,3,2,3,1,0,2,1,2,1
1,43,1,9070,1,1,0,1,1,1,3,3,1,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,2,3,0,1
1,1,1,171,1,1,2,1,3,2,2,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1,1,1,9147,1,1,1,1,38,37,5,6,1,0,0,0,1,0,1,0,0,0,1,3,1,1,0,0,1,2,2,1,0,2,0,2,1
1,43,1,9119,1,1,1,1,1,1,9,2,2,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,2,1
2,44,1,9991,0,39,2,1,37,37,9,9,3,0,0,0,1,0,0,3,0,1,2,3,1,1,0,2,3,2,2,2,0,0,0,0,1
1,39,1,9991,0,1,1,1,37,37,9,9,2,0,0,0,1,0,0,2,0,0,1,2,1,0,0,0,1,2,1,1,0,1,1,2,1
1,1,2,9085,1,1,0,1,1,19,3,3,0,1,0,0,1,1,0,2,0,0,1,1,1,1,0,0,1,3,1,0,3,1,1,2,1
2,39,1,9003,1,1,3,1,3,3,2,2,1,0,0,1,0,0,0,3,0,1,2,3,2,3,0,0,2,2,2,2,0,1,1,3,1
1,39,1,9003,1,1,1,1,37,37,3,8,2,0,0,1,1,0,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,3,1
1,1,2,9670,1,1,0,1,37,37,9,9,0,0,0,0,1,0,0,2,0,0,1,2,1,1,0,0,1,2,1,1,1,0,2,1,1
2,39,1,9991,0,1,2,1,37,37,9,10,2,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,16,1,171,1,1,3,1,38,37,9,9,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
1,15,1,9147,1,1,1,21,1,3,192,3,0,0,0,1,1,1,0,3,1,0,1,3,1,0,0,0,1,3,1,0,0,1,1,3,1
1,1,1,9238,1,1,0,1,19,38,7,7,1,0,0,0,1,1,0,1,0,0,2,3,1,1,0,0,2,3,1,1,0,3,3,0,1
1,1,2,9853,1,1,0,1,1,38,4,9,0,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,3,1,2,0,0,0,0,1
1,43,1,9773,1,1,1,1,19,1,5,5,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,3,1,1,0,3,0,1,1
1,1,1,9773,1,1,3,1,1,1,4,4,3,1,0,0,1,0,0,0,0,0,2,1,2,3,0,0,2,1,2,3,0,1,1,3,1
1,18,2,9853,1,1,3,1,1,19,3,9,2,1,0,0,1,1,0,0,0,0,3,2,2,2,0,0,3,1,3,2,0,1,1,2,1
1,17,1,9670,1,1,0,1,37,38,3,3,1,0,0,1,1,1,0,0,0,0,2,2,3,2,0,0,2,2,2,2,0,0,1,3,1
1,17,5,9500,1,1,2,1,1,1,5,4,2,1,0,0,1,0,0,0,0,0,3,2,3,2,0,0,3,2,3,2,0,2,0,2,1
1,53,1,9085,1,42,2,1,19,38,8,9,3,1,0,1,0,0,0,2,0,3,3,3,3,2,0,2,3,3,3,2,0,0,1,3,1
1,1,1,9147,1,1,1,1,37,37,9,7,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,2,1,3,0,1,1,2,1
1,39,1,9119,1,1,1,1,37,3,9,3,3,1,0,0,1,1,0,3,0,0,1,3,1,0,0,0,1,3,1,1,3,0,2,1,1
1,1,1,9070,1,1,3,1,1,38,5,7,2,1,0,0,1,1,0,1,0,0,3,1,1,1,0,0,3,2,1,1,0,1,1,2,1
1,1,2,9130,1,1,2,1,19,37,9,9,2,1,0,0,1,0,0,0,0,0,1,3,1,3,1,0,1,1,2,3,0,2,3,0,1
1,43,1,9070,1,1,0,1,19,19,7,8,2,1,0,0,1,1,1,0,0,2,3,1,1,2,0,2,3,2,2,1,0,2,0,2,1
1,18,2,9147,1,1,0,1,1,37,5,5,0,1,0,0,1,0,0,2,0,0,1,2,1,1,1,0,1,2,1,2,0,0,0,0,1
4,39,1,9773,1,38,1,1,19,19,7,9,2,0,0,0,1,0,0,3,0,0,2,2,2,2,0,0,2,2,2,2,0,3,0,1,1
1,1,4,9147,1,1,0,1,1,38,8,9,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,2,0,2,1,2,1
1,17,1,9147,1,1,0,1,38,2,9,2,0,1,0,0,1,0,0,1,0,0,1,2,1,1,0,0,1,3,1,0,0,1,1,2,1
1,1,1,9853,1,1,1,1,1,38,5,10,2,1,0,0,1,0,0,1,0,0,1,2,1,3,0,2,3,2,3,2,0,3,3,0,1
1,1,1,9070,1,1,2,1,19,38,4,4,3,0,0,0,1,1,0,1,0,1,2,2,2,3,1,0,2,3,1,1,0,2,0,2,1
1,39,1,9119,1,19,1,1,19,19,5,3,0,1,0,0,1,1,0,2,0,0,1,2,1,1,0,0,1,1,1,0,0,1,1,2,1
1,1,1,9147,1,1,1,1,19,19,9,7,1,1,0,0,1,1,1,0,0,0,1,2,1,1,0,0,1,1,1,2,0,2,1,2,1
1,17,3,9500,1,1,1,1,19,3,9,5,2,1,0,0,1,0,0,0,0,0,3,2,3,3,0,0,3,2,3,3,0,1,1,2,1
1,1,1,171,1,1,0,1,1,3,2,2,1,0,0,0,1,1,0,0,0,2,3,3,2,0,0,1,3,2,1,0,0,0,1,3,1
1,42,1,9147,1,1,2,1,3,38,2,5,0,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,3,1,1,0,1,1,2,1
